globaleventid	sqldate	monthyear	year	fractiondate	actor1code	actor1name	actor1countrycode	actor1knowngroupcode	actor1ethniccode	actor1religion1code	actor1religion2code	actor1type1code	actor1type2code	actor1type3code	actor2code	actor2name	actor2countrycode	actor2knowngroupcode	actor2ethniccode	actor2religion1code	actor2religion2code	actor2type1code	actor2type2code	actor2type3code	isrootevent	eventcode	eventbasecode	eventrootcode	quadclass	goldsteinscale	nummentions	numsources	numarticles	avgtone	actor1geo_type	actor1geo_fullname	actor1geo_countrycode	actor1geo_adm1code	actor1geo_lat	actor1geo_long	actor1geo_featureid	actor2geo_type	actor2geo_fullname	actor2geo_countrycode	actor2geo_adm1code	actor2geo_lat	actor2geo_long	actor2geo_featureid	actiongeo_type	actiongeo_fullname	actiongeo_countrycode	actiongeo_adm1code	actiongeo_lat	actiongeo_long	actiongeo_featureid	dateadded	sourceurl	record	url	authors	keywords	eventcode_1	eventdesc_1	eventbase	eventbasedesc	eventroot	eventrootdesc
548589075	20160609	201606	2016	2016.4356	KEN	KENYA	KEN								UGA	UGANDA	UGA								0	057	057	05	1	8.0	2	1	2	-2.63736263736264	1	Burundi	BY	BY	-3.5	30	BY	1	Kenya	KE	KE	1	38	KE	4	Dar Es Salaam, Dar es Salaam, Tanzania	TZ	TZ23	-6.8	39.2833	-2562166	20160609	http://www.tanzaniatoday.co.tz/news/screws-tightened-on-tax-waivers-for-religious-institutions	198	http://www.tanzaniatoday.co.tz/news/screws-tightened-on-tax-waivers-for-religious-institutions	[]	['?????????????', '???????????????', '???????']	057	Sign formal agreement	057	Sign formal agreement	057	Sign formal agreement
438506698	20150604	201506	2015	2015.4219	GRC	GREECE	GRC								IGOBUSIMF	INTERNATIONAL MONETARY FUND		IMF				IGO	BUS		1	130	130	13	3	-4.4	4	1	4	-3.30250990752972	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20150604	http://www.pappaspost.com/los-angeles-times-with-jobless-rate-above-50-disillusioned-greek-youths-becoming-a-lost-generation/	127	http://www.pappaspost.com/los-angeles-times-with-jobless-rate-above-50-disillusioned-greek-youths-becoming-a-lost-generation/	['Gregory Pappas']	['young', 'times', 'think', 'say', 'los', 'angeles', 'athens', 'generation', 'youths', 'dont', 'xydia', 'greek', 'lost', 'rate', 'disillusioned', 'jobless', 'greece', 'outside', 'crisis']	130	Threaten, not specified below	130	Threaten, not specified below	130	Threaten, not specified below
422242360	20150402	201504	2015	2015.2521	RUSLEG	RUSSIA	RUS					LEG			RUS	RUSSIA	RUS								0	013	013	01	1	0.4	42	7	42	-2.526947337047	4	Kremlin, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20150402	http://www.bloomberg.com/politics/articles/2015-04-02/sanctions-strapped-russia-outguns-the-u-s-in-information-war	177	http://www.bloomberg.com/politics/articles/2015-04-02/sanctions-strapped-russia-outguns-the-u-s-in-information-war	['Nicole Gaouette']	['sanctionsstrapped', 'million', 'state', 'current', 'outguns', 'russia', 'russian', 'outlets', 'rt', 'voa', 'information', 'war', 'media']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
442023792	20150618	201506	2015	2015.4603	CRM	CRIMINAL						CRM			COPMED	POLICE						COP	MED		1	084	084	08	2	7.0	20	2	20	-10.6060606060606	0							0							0							20150618	http://www.nhregister.com/general-news/20150618/man-breaks-2800-door-at-milford-business-for-2-bottles-of-soda-police-say	128	http://www.nhregister.com/general-news/20150618/man-breaks-2800-door-at-milford-business-for-2-bottles-of-soda-police-say	['Claire Tisne Haft', 'Dan Haar', 'Jim Cameron', 'Columnist', 'The Motherlode', 'Associate Editor']	['door', 'say', 'charged', 'bottles', 'business', 'spokesman', 'sixthdegree', 'officer', 'seconddegree', 'milford', 'valued', '2800', 'taking', 'release', 'breaks', 'soda', 'man', 'press']	084	Return, release, not specified below	084	Return, release, not specified below	084	Return, release, not specified below
443718459	20150625	201506	2015	2015.4795	BUS	COMPANY						BUS			GBR	UNITED KINGDOM	GBR								0	031	031	03	1	5.2	10	1	10	2.36051502145922	4	Race Bank, United Kingdom (general), United Kingdom	UK	UK00	53.2167	0.85	-2605903	4	Race Bank, United Kingdom (general), United Kingdom	UK	UK00	53.2167	0.85	-2605903	4	Race Bank, United Kingdom (general), United Kingdom	UK	UK00	53.2167	0.85	-2605903	20150625	http://www.grimsbytelegraph.co.uk/Race-Bank-offshore-wind-farm-plan-power-400k/story-26761443-detail/story.html					031	Express intent to engage in material cooperation,  not specified below	031	Express intent to engage in material cooperation,  not specified below	031	Express intent to engage in material cooperation,  not specified below
451446346	20150723	201507	2015	2015.5562	USA	MAINE	USA								USAGOVAGR	UNITED STATES	USA					GOV	AGR		1	071	071	07	2	7.4	2	1	2	7.25190839694657	2	Maine, United States	US	USME	44.6074	-69.3977	ME	2	Maine, United States	US	USME	44.6074	-69.3977	ME	2	Maine, United States	US	USME	44.6074	-69.3977	ME	20150723	http://www.centralmaine.com/2015/07/22/pittston-fair-5k-to-be-held-in-honor-of-local-woman-with-lou-gehrigs-disease/	269	http://www.centralmaine.com/2015/07/22/pittston-fair-5k-to-be-held-in-honor-of-local-woman-with-lou-gehrigs-disease/	[]	['lou', 'gehrigs', 'race', 'clinton', 'windsor', 'local', 'sept', 'woman', 'disease', 'pittston', '5k', 'aug', 'held', 'honor', 'agricultural', 'weeks', 'fair', 'marson']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
451605079	20150723	201507	2015	2015.5562	BEL	WATERLOO	BEL								CVL	NEIGHBOURHOOD						CVL			0	013	013	01	1	0.4	18	2	18	0.27367268746579	4	Lambeth, Lambeth, United Kingdom	UK	UKH1	51.5	-0.116667	-2600625	4	Lambeth, Lambeth, United Kingdom	UK	UKH1	51.5	-0.116667	-2600625	4	Lambeth, Lambeth, United Kingdom	UK	UKH1	51.5	-0.116667	-2600625	20150723	http://www.independent.co.uk/environment/european-mobility-week-the-capital-cities-that-are-banning-cars-from-their-roads--for-one-day-10409785.html	180	http://www.independent.co.uk/environment/european-mobility-week-the-capital-cities-that-are-banning-cars-from-their-roads--for-one-day-10409785.html	[]	['towns', 'european', 'cities', 'capital', 'mobility', 'transport', 'verifyerrors', 'pollution', 'roads', 'cars', 'week', 'banning', 'email', 'day']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
461295280	20150827	201508	2015	2015.6493											AUT	VIENNA	AUT								1	192	192	19	4	-9.5	10	2	10	-2.44965893587995	0							4	Vienna, Wien, Austria	AU	AU09	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	48.2	16.3667	-1995499	20150827	http://wxrt.cbslocal.com/2015/08/26/i-went-to-phishs-magnaball-festival-this-past-weekend-and-here-are-5-things-i-learned/					192	Occupy territory	192	Occupy territory	192	Occupy territory
434918103	20150521	201505	2015	2015.3863	LEG	SENATE						LEG													1	017	017	01	1	0.0	10	1	10	3.06748466257669	1	Grenada	GJ	GJ	12.1167	-61.6667	GJ	0							1	Grenada	GJ	GJ	12.1167	-61.6667	GJ	20150521	http://www.grenadabroadcast.com/news/all-news/19163-statement-from-president-of-the-senate					017	Engage in symbolic act	017	Engage in symbolic act	017	Engage in symbolic act
469918804	20150924	201509	2015	2015.7233	CHN	CHINESE	CHN								CHNGOV	HU JINTAO	CHN					GOV			1	040	040	04	1	1.0	4	1	4	0.69605568445476	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20150924	http://www.defenseone.com/ideas/2015/09/how-chinas-generals-already-gamed-xis-meeting-obama/121904/	134	http://www.defenseone.com/ideas/2015/09/how-chinas-generals-already-gamed-xis-meeting-obama/121904/	['Michael Pillsbury']	['pla', 'chinas', 'american', 'meeting', 'xis', 'xi', 'obama', 'security', 'military', 'president', 'issues', 'gamed', 'generals', 'chinese']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
471858286	20151001	201510	2015	2015.7425	CHN	CHINA	CHN								FJI	FIJI	FJI								0	017	017	01	1	0.0	2	1	2	5.34759358288771	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20151001	http://www.fijitimes.com/story.aspx?id=324052					017	Engage in symbolic act	017	Engage in symbolic act	017	Engage in symbolic act
474352125	20151008	201510	2015	2015.7616											CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	10	1	10	5.93607305936073	0							4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	20151008	http://www.prlog.org/12500571-john-bollinger-receives-the-ifta-lifetime-achievement-award.html	135	http://www.prlog.org/12500571-john-bollinger-receives-the-ifta-lifetime-achievement-award.html	['Bollinger Capital Management']	['tokyo', 'john', 'technical', 'award', 'bollinger', 'bands', 'receives', 'federation', 'lifetime', 'achievement', 'ifta', 'analysts', 'international']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
449561071	20150716	201507	2015	2015.5370	GRC	GREECE	GRC								USA	NEW YORK	USA								1	013	013	01	1	0.4	4	1	4	-3.13075506445673	4	Athens, AttikíR, Greece	GR	GR35	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	37.9833	23.7333	-814876	20150716	http://www.straitstimes.com/business/economy/why-greeks-are-going-on-a-credit-card-fuelled-spending-spree	179	http://www.straitstimes.com/business/economy/why-greeks-are-going-on-a-credit-card-fuelled-spending-spree	[]	['tax', 'deposits', 'luxury', 'credit', 'greek', 'greeks', 'euros', 'cardfuelled', 'cash', 'spending', 'week', 'spree', 'going', 'watches']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
482216734	20151105	201511	2015	2015.8356	MYS	MALAYSIA	MYS								GOV	TOURISM MINIST						GOV			1	125	125	12	3	-5.0	6	1	6	-2.25988700564972	4	Kinabalu, Sabah, Malaysia	MY	MY16	5.9749	116.072	-2404760	4	Kinabalu, Sabah, Malaysia	MY	MY16	5.9749	116.072	-2404760	4	Kinabalu, Sabah, Malaysia	MY	MY16	5.9749	116.072	-2404760	20151105	http://www.theborneopost.com/2015/11/06/masidi-defends-fellow-umno-leader-over-turtle-eggs-issue/	273	http://www.theborneopost.com/2015/11/06/masidi-defends-fellow-umno-leader-over-turtle-eggs-issue/	[]	['turtle', 'minister', 'species', 'fellow', 'federal', 'wildlife', 'leader', 'defends', 'incident', 'high', 'umno', 'eggs', 'dinner', 'hosts', 'issue', 'masidi']	125	Reject proposal to meet, discuss, or negotiate	125	Reject proposal to meet, discuss, or negotiate	125	Reject proposal to meet, discuss, or negotiate
463523514	20150903	201509	2015	2015.6658	COP	DEPUTY						COP			JUD	FEDERAL JUDGE						JUD			1	130	130	13	3	-4.4	2511	175	2511	-0.627490200454474	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	20150903	http://mynorthwest.com/15/2804733/The-Latest-Judge-warns-deputy-clerks-they-must-comply					130	Threaten, not specified below	130	Threaten, not specified below	130	Threaten, not specified below
486230396	20151119	201511	2015	2015.8740	CAN	CANADA	CAN								USAGOV	BARACK OBAMA	USA					GOV			1	040	040	04	1	1.0	167	45	163	-2.77439487585256	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20151119	http://www.msn.com/en-ca/news/canada/canada-promises-france-a-robust-contribution-in-anti-isis-coalition/ar-BBn903n					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
515271521	20160225	201602	2016	2016.1507	USA	FLORIDA	USA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	16	2	12	2.08832215836526	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20160225	http://www.tbo.com/list/news-columns/legislators-robbing-public-schools-to-pay-privately-run-charters-20160225/					071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
517654931	20160303	201603	2016	2016.1726	MED	MEDIA						MED			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-5.3639846743295	3	Galion, Ohio, United States	US	USOH	40.7337	-82.7899	1064699	3	Galion, Ohio, United States	US	USOH	40.7337	-82.7899	1064699	3	Crestline, Ohio, United States	US	USOH	40.7876	-82.7366	1061006	20160303	http://galioninquirer.com/news/9112/arrest-made-after-school-threat					112	Accuse, not specified below	112	Accuse, not specified below	112	Accuse, not specified below
515320809	20160225	201602	2016	2016.1507	MEX	MEXICO	MEX								MEXMED	VILLAHERMOSA	MEX					MED			0	013	013	01	1	0.4	2	1	2	-6.77966101694915	4	Villahermosa, Tabasco, Mexico	MX	MX27	17.9833	-92.9167	-1708147	4	Villahermosa, Tabasco, Mexico	MX	MX27	17.9833	-92.9167	-1708147	4	Villahermosa, Tabasco, Mexico	MX	MX27	17.9833	-92.9167	-1708147	20160225	http://www.refworld.org/docid/56cec89640b.html	185	http://www.refworld.org/docid/56cec89640b.html	['United Nations High Commissioner For Refugees']	['fourth', 'unhcr', 'oaxaca', 'journalist', 'start', 'murdered', 'tabasco', 'state', '2016', 'rsfs', 'mexico']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
523952937	20160324	201603	2016	2016.2301	RUSGOV	VLADIMIR PUTIN	RUS					GOV			SYR	SYRIA	SYR								0	057	057	05	1	8.0	16	11	16	-4.79423865620504	4	Ankara, Ankara, Turkey	TU	TU68	39.9272	32.8644	-735338	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Ankara, Ankara, Turkey	TU	TU68	39.9272	32.8644	-735338	20160324	http://www.jordantimes.com/news/business/turkish-tourism-and-economy-struggle-due-bombings-russia-chill	189	http://www.jordantimes.com/news/business/turkish-tourism-and-economy-struggle-due-bombings-russia-chill	[]	['bombings', 'economy', 'million', 'struggle', 'chill', 'economic', 'travel', 'turkish', 'tourism', 'russia', 'turkey', 'russian', 'number', 'tourists', 'cent', 'tourist']	057	Sign formal agreement	057	Sign formal agreement	057	Sign formal agreement
535028787	20160428	201604	2016	2016.3233	NGA	NIGERIA	NGA								NGAGOV	NIGERIA	NGA					GOV			1	040	040	04	1	1.0	39	6	39	-1.25219835891227	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	9.08333	7.53333	-1997013	20160428	http://allafrica.com/stories/201604280019.html					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
541843987	20160519	201605	2016	2016.3808	LEG	CONGRESS						LEG													1	112	112	11	3	-2.0	3	1	3	-0.45977011494253	1	Bangladesh	BG	BG	24	90	BG	0							1	Bangladesh	BG	BG	24	90	BG	20160519	http://www.firstpost.com/politics/assembly-elections-modi-mamata-banerjee-jayalalithaa-tamil-nadu-assam-kerala-2788634.html	367	http://www.firstpost.com/politics/assembly-elections-modi-mamata-banerjee-jayalalithaa-tamil-nadu-assam-kerala-2788634.html	['Updated Date']	['19', 'congress', 'party', 'election', 'results', 'assam', 'bjp', 'victory', 'development', 'narendramodi', 'modi', 'narendra', 'lost', 'assembly']	112	Accuse, not specified below	112	Accuse, not specified below	112	Accuse, not specified below
530487460	20160414	201604	2016	2016.2849	LEG	SENATE						LEG			GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	10	1	10	0.9771986970684	5	Federally Administered Tribal Areas, Federally Administered Tribal Areas, Pakistan	PK	PK01	33.0145	69.9992	-2760141	5	Federally Administered Tribal Areas, Federally Administered Tribal Areas, Pakistan	PK	PK01	33.0145	69.9992	-2760141	5	Federally Administered Tribal Areas, Federally Administered Tribal Areas, Pakistan	PK	PK01	33.0145	69.9992	-2760141	20160414	http://www.brecorder.com/pakistan/politics-a-policy/290515-senate-body-discusses-24-demands-of-kpk-government.html					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
537267012	20160505	201605	2016	2016.3425	POL	POLAND	POL								DEU	GERMANY	DEU								0	112	112	11	3	-2.0	2	1	2	-1.36070110701107	4	Lower Silesia, Poland (general), Poland	PL	PL00	51	17	-499810	1	Germany	GM	GM	51	9	GM	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	59.8944	30.2642	-2996338	20160505	https://www.buzzfeed.com/sarahatopol/the-hunt-for-polands-buried-nazi-gold-trains	365	https://www.buzzfeed.com/sarahatopol/the-hunt-for-polands-buried-nazi-gold-trains	['Sarah A. Topol']	['nazi', 'buried', 'told', 'polands', 'parts', 'equipment', 'complex', 'hunt', 'trains', 'gold', 'tunnels', 'underground', 'money', 'explained', 'szpakowski']	112	Accuse, not specified below	112	Accuse, not specified below	112	Accuse, not specified below
555294780	20160630	201606	2016	2016.4932	CAN	CANADA	CAN																		1	040	040	04	1	1.0	1	1	1	1.96078431372549	1	France	FR	FR	46	2	FR	0							1	France	FR	FR	46	2	FR	20160630	http://www.newnownext.com/justin-trudeau-will-be-the-first-canadian-prime-minister-to-march-in-a-pride-parade/06/2016/	150	http://www.newnownext.com/justin-trudeau-will-be-the-first-canadian-prime-minister-to-march-in-a-pride-parade/06/2016/	['Adam Salandra']	['vaginal', 'minister', 'consent', 'trudeau', 'pride', 'difference', 'prime', 'justin', 'canadian', 'parade', 'gay']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
555365220	20160630	201606	2016	2016.4932	USA	THE US	USA								GBR	LONDON	GBR								0	130	130	13	3	-4.4	6	3	6	-0.0957854406130267	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20160630	http://www.ndtv.com/world-news/barack-obama-pena-nieto-unite-against-anti-trade-rhetoric-at-three-amigos-summit-1426428	151	http://www.ndtv.com/world-news/barack-obama-pena-nieto-unite-against-anti-trade-rhetoric-at-three-amigos-summit-1426428	[]	['pena', 'summit', 'mexican', 'barack', 'trudeau', 'antitrade', 'obama', 'president', 'enrique', 'nieto', 'north', 'unite', 'leaders', 'rhetoric', 'amigos']	130	Threaten, not specified below	130	Threaten, not specified below	130	Threaten, not specified below
422153805	20150402	201504	2015	2015.2521	MOS	MUSLIM				MOS															0	040	040	04	1	1.0	5	1	5	-3.86071158213475	1	Israel	IS	IS	31.5	34.75	IS	0							1	Israel	IS	IS	31.5	34.75	IS	20150402	http://freerepublic.com/focus/f-bloggers/3274814/posts	96	http://freerepublic.com/focus/f-bloggers/3274814/posts	[]	['enemies', 'little', 'posted', 'lie', 'muslim', 'allah', 'good', 'islam', 'muslims', 'jihad', 'islamic', 'lying']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
541756409	20160519	201605	2016	2016.3808	USA	ALASKA	USA								USAEDU	UNITED STATES	USA					EDU			1	071	071	07	2	7.4	2	1	2	-2.16216216216216	3	Anchorage, Alaska, United States	US	USAK	61.2181	-149.9	1398242	3	Anchorage, Alaska, United States	US	USAK	61.2181	-149.9	1398242	3	Anchorage, Alaska, United States	US	USAK	61.2181	-149.9	1398242	20160519	http://www.ktoo.org/2016/05/18/conference-committee-cuts-alaska-school-funding-13-million/	277	http://www.ktoo.org/2016/05/18/conference-committee-cuts-alaska-school-funding-13-million/	['Anne Hillman', 'Alaska Public Media']	['13', 'conference', 'increase', 'alaska', 'school', 'state', 'cuts', 'funding', 'schools', 'million', 'committee', 'house', 'anchorage', 'education', 'budget']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
541985005	20160519	201605	2016	2016.3808	GBR	UNITED KINGDOM	GBR								GOV	GOVERNMENT						GOV			0	130	130	13	3	-4.4	4	1	4	1.73611111111111	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20160519	http://www.heraldscotland.com/news/14505012.UK_minister_points_to_driverless_car_future_for_Britain/	142	http://www.heraldscotland.com/news/14505012.UK_minister_points_to_driverless_car_future_for_Britain/	['Michael Settle']	['vehicles', 'secretary', 'minister', 'driverless', 'technologies', 'car', 'technology', 'future', 'plan', 'uk', 'britain', 'transport', 'points', 'cars', 'speech']	130	Threaten, not specified below	130	Threaten, not specified below	130	Threaten, not specified below
433113955	20150514	201505	2015	2015.3671	MIL	SECURITY PERSONNEL						MIL			COP	POLICE						COP			0	130	130	13	3	-4.4	4	1	4	-5.09554140127389	4	Model Town, Balochistan, Pakistan	PK	PK02	30.2073	67.0055	10526583	4	Model Town, Balochistan, Pakistan	PK	PK02	30.2073	67.0055	10526583	4	Model Town, Balochistan, Pakistan	PK	PK02	30.2073	67.0055	10526583	20150514	http://nation.com.pk/lahore/14-May-2015/high-alert-after-karachi-killings	97	http://nation.com.pk/lahore/14-May-2015/high-alert-after-karachi-killings	['Our Staff Reporter']	['karachi', 'lahore', 'deployed', 'elite', 'alert', 'important', 'killings', 'operations', 'high', 'security', 'commandoes', 'dig', 'haider', 'flag']	130	Threaten, not specified below	130	Threaten, not specified below	130	Threaten, not specified below
433126689	20150514	201505	2015	2015.3671	JUD	DEFENSE ATTORNEY						JUD													0	040	040	04	1	1.0	3	1	3	-3.26797385620915	1	Iraq	IZ	IZ	33	44	IZ	0							1	Iraq	IZ	IZ	33	44	IZ	20150514	http://www.buffalonews.com/city-region/orchard-park/resignation-of-orchard-park-cop-could-put-cases-in-jeopardy-20150513					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
546513212	20160602	201606	2016	2016.4164											SPY	INTELLIGENCE						SPY			1	057	057	05	1	8.0	10	1	10	-1.77514792899408	0							1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20160602	http://www.dnaindia.com/india/report-india-us-sign-key-pact-on-sharing-information-on-terror-2219169	193	http://www.dnaindia.com/india/report-india-us-sign-key-pact-on-sharing-information-on-terror-2219169	[]	['exchange', 'terrorist', 'sign', 'sharing', 'india', 'key', 'indian', 'terror', 'agreement', 'screening', 'information', 'pact', 'indiaus']	057	Sign formal agreement	057	Sign formal agreement	057	Sign formal agreement
548672728	20160609	201606	2016	2016.4356	OPP	ACTIVIST						OPP			ZWE	ZIMBABWE	ZWE								0	040	040	04	1	1.0	3	1	3	-2.25225225225225	1	Mozambique	MZ	MZ	-18.25	35	MZ	1	Mozambique	MZ	MZ	-18.25	35	MZ	1	Mozambique	MZ	MZ	-18.25	35	MZ	20160609	http://www.zimbabwestar.com/index.php/sid/244790009					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
445419469	20150702	201507	2015	2015.4986	GOV	GOVERNMENT						GOV			JUD	SUPREME COURT						JUD			1	013	013	01	1	0.4	4	1	4	0	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20150702	http://www.thehindu.com/news/national/other-states/sc-what-prevents-holding-of-bbmp-polls-at-the-earliest/article7376557.ece	171	http://www.thehindu.com/news/national/other-states/sc-what-prevents-holding-of-bbmp-polls-at-the-earliest/article7376557.ece	['Tourists Stuck In The Snowbound Valley Are Being Provided Accommodation', 'Medical Help', 'Even Cash', 'Effluents Continue To Be Dumped In Sabarmati']	['municipal', 'prevents', 'bbmp', 'elections', 'earliest', 'state', 'supreme', 'polls', 'holding', 'sc', 'court', 'hold', 'karnataka', 'justice', 'wards']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
447553532	20150709	201507	2015	2015.5178	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	8	1	8	-2.53456221198157	3	Sequim, Washington, United States	US	USWA	48.0795	-123.102	1531505	0							3	Sequim, Washington, United States	US	USWA	48.0795	-123.102	1531505	20150709	http://peninsuladailynews.com/article/20150709/NEWS/307099987/outdoors-salmon-fishing-opens-in-part-of-hood-canal-for-first-time					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
555268545	20160630	201606	2016	2016.4932	BUS	INDUSTRY						BUS			GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	20	1	20	7.16723549488055	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20160630	http://news.gc.ca/web/article-en.do?nid=1092279&tp=1	149	http://news.gc.ca/web/article-en.do?nid=1092279&tp=1	['Service Canada']	['board', 'hon', 'review', 'canadaca', 'agency', 'research', 'canada', 'canadian', 'tribunal', 'commission', 'office']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
453765826	20150730	201507	2015	2015.5753	USAMED	UNITED STATES	USA					MED			USAGOV	OBAMA	USA					GOV			1	125	125	12	3	-5.0	8	1	8	-1.68067226890757	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20150730	http://freebeacon.com/issues/white-house-wont-commit-to-veto-of-bill-defunding-planned-parenthood/	258	http://freebeacon.com/issues/white-house-wont-commit-to-veto-of-bill-defunding-planned-parenthood/	['Alyssa Canobbio', 'Aaron Sibarium', 'Alana Goodman']	['earnest', 'parenthood', 'white', 'defunding', 'commit', 'obama', 'seen', 'veto', 'wont', 'video', 'president', 'bill', 'tactic', 'selectively', 'house', 'videos', 'support', 'planned']	125	Reject proposal to meet, discuss, or negotiate	125	Reject proposal to meet, discuss, or negotiate	125	Reject proposal to meet, discuss, or negotiate
436780190	20150528	201505	2015	2015.4055	BUS	BUSINESS						BUS													0	013	013	01	1	0.4	5	1	5	1.2401352874859	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20150528	http://www.canadianmanufacturing.com/manufacturing/canadas-trade-growth-to-return-to-pre-recession-levels-says-hsbc-148943/	170	http://www.canadianmanufacturing.com/manufacturing/canadas-trade-growth-to-return-to-pre-recession-levels-says-hsbc-148943/	[]	['demand', 'export', 'hsbc', 'canada', 'growth', 'exports', 'levels', 'prerecession', 'oil', 'expected', 'return', 'cent', 'trade', 'canadas']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
465430789	20150910	201509	2015	2015.6849	TKM	ASHGABAT	TKM								AZE	BAKU	AZE								1	040	040	04	1	1.0	13	1	8	2.11640211640211	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	37.95	58.3833	-2557812	4	Baku, Baki*, Azerbaijan	AJ	AJ09	40.3953	49.8822	-2705195	4	Ankara, Ankara, Turkey	TU	TU68	39.9272	32.8644	-735338	20150910	http://oratert.com/index.php?news=90756	101	http://oratert.com/index.php?news=90756	[]	[]	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
