globaleventid	sqldate	monthyear	year	fractiondate	actor1code	actor1name	actor1countrycode	actor1knowngroupcode	actor1ethniccode	actor1religion1code	actor1religion2code	actor1type1code	actor1type2code	actor1type3code	actor2code	actor2name	actor2countrycode	actor2knowngroupcode	actor2ethniccode	actor2religion1code	actor2religion2code	actor2type1code	actor2type2code	actor2type3code	isrootevent	eventcode	eventbasecode	eventrootcode	quadclass	goldsteinscale	nummentions	numsources	numarticles	avgtone	actor1geo_type	actor1geo_fullname	actor1geo_countrycode	actor1geo_adm1code	actor1geo_lat	actor1geo_long	actor1geo_featureid	actor2geo_type	actor2geo_fullname	actor2geo_countrycode	actor2geo_adm1code	actor2geo_lat	actor2geo_long	actor2geo_featureid	actiongeo_type	actiongeo_fullname	actiongeo_countrycode	actiongeo_adm1code	actiongeo_lat	actiongeo_long	actiongeo_featureid	dateadded	sourceurl	record	url	authors	keywords	eventcode_1	eventdesc_1	eventbase	eventbasedesc	eventroot	eventrootdesc
515291408	20160225	201602	2016	2016.1507	idg	INDIGENOUS			idg						CHRCTH	THE POPE				CHR	CTH				0	056	056	05	1	7.0	24	1	24	-1.5262355819255	4	San Cristobal, Méco, Mexico	MX	MX15	19.6011	-99.0525	-1661106	4	San Cristobal, Méco, Mexico	MX	MX15	19.6011	-99.0525	-1661106	4	San Cristobal, Méco, Mexico	MX	MX15	19.6011	-99.0525	-1661106	20160225	http://albawwaba.net/2016/02/25/syrias-assad-assures-putin-in-phone-call-on-truce-details.html					056	Forgive	056	Forgive	056	Forgive
530340314	20160414	201604	2016	2016.2849											NGA	NIGERIA	NGA								1	120	120	12	3	-4.0	40	17	40	-7.38583328694538	0							4	Forcados, Delta, Nigeria	NI	NI36	5.35886	5.43827	-2007258	4	Forcados, Delta, Nigeria	NI	NI36	5.35886	5.43827	-2007258	20160414	http://www.thestar.com.my/news/world/2016/04/14/nigerias-buhari-vows-crackdown-after-pipeline-attacks-in-delta/	297	http://www.thestar.com.my/news/world/2016/04/14/nigerias-buhari-vows-crackdown-after-pipeline-attacks-in-delta/	['Felix Onuah']	['attacks', 'pipeline', 'nigerias', 'delta', 'short', 'quick', 'vows', 'buhari', 'oil', 'crackdown', 'wins', 'held', 'region', 'militants']	120	Reject, not specified below	120	Reject, not specified below	120	Reject, not specified below
532774331	20160421	201604	2016	2016.3041	CHE	SWITZERLAND	CHE								NMR	NORTH AMERICA	NMR								1	173	173	17	4	-5.0	1	1	1	0.91324200913242	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	47.3667	8.55	-2554935	20160421	http://www.intelligentinsurer.com/news/xl-catlin-appoints-political-risk-head-8365	423	http://www.intelligentinsurer.com/news/xl-catlin-appoints-political-risk-head-8365	['Newton Media']	['appoints', 'reading', 'email', 'risk', 'intelligent', 'subscribed', 'head', 'insurerif', 'catlin', 'subscription', 'need', 'loginif', 'efieldnewtonmediacouk', 'xl', 'send', 'political']	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 
537255017	20150506	201505	2015	2015.3452	LEG	LEGISLATURE						LEG													1	030	030	03	1	4.0	6	1	6	1.27591706539075	2	California, United States	US	USCA	36.17	-119.746	CA	0							2	California, United States	US	USCA	36.17	-119.746	CA	20160505	http://christiantimes.com/article/council-of-churches-opposes-proposal-to-make-liberia-a-christian-nation/55106.htm	299	http://christiantimes.com/article/council-of-churches-opposes-proposal-to-make-liberia-a-christian-nation/55106.htm	[]	['committee', 'nation', 'national', 'review', 'council', 'lcc', 'support', 'religious', 'christian', 'opposes', 'churches', 'liberia', 'country', 'proposal']	030	Express intent to cooperate, not specified below	030	Express intent to cooperate, not specified below	030	Express intent to cooperate, not specified below
525942440	20160331	201603	2016	2016.2493											USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-2.34604105571847	0							3	Franklin County, Alabama, United States	US	USAL	34.4501	-87.85	161555	3	Franklin County, Alabama, United States	US	USAL	34.4501	-87.85	161555	20160331	http://www.WAFF.com/story/31596738/gov-bentley-visits-russellville-asserts-he-wont-step-down	421	http://www.WAFF.com/story/31596738/gov-bentley-visits-russellville-asserts-he-wont-step-down	['Waff Digital Staff', 'Published January', 'At Pm']	['ive', 'tell', 'state', 'sorry', 'visits', 'going', 'bentley', 'let', 'asserts', 'know', 'wont', 'gov', 'explanation', 'theres', 'step', 'russellville', 'concerns']	043	Host a visit	043	Host a visit	043	Host a visit
537416544	20160505	201605	2016	2016.3425	DNK	DANISH	DNK								CVL	COMMUNITY						CVL			1	070	070	07	2	7.0	10	1	10	1.19047619047619	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	54.5833	-2.83333	-2593896	20160505	http://www.in-cumbria.com/Wind-farm-firms-15m-for-community-projects-around-Morecambe-Bay--2a0b0b4c-0b83-4610-9fa8-a16b8bf10160-ds	301	http://www.in-cumbria.com/Wind-farm-firms-15m-for-community-projects-around-Morecambe-Bay--2a0b0b4c-0b83-4610-9fa8-a16b8bf10160-ds	["Wind Farm Firm'S", 'For Community Projects Around Morecambe Bay']	['community', 'farm', 'extension', 'fund', 'bay', 'projects', 'support', '15m', 'firms', 'morecambe', 'local', 'offshore', 'wind', 'walney', 'areas']	070	Provide aid, not specified below	070	Provide aid, not specified below	070	Provide aid, not specified below
539751557	20160512	201605	2016	2016.3616	USA	UNITED STATES	USA								CVL	PROPERTY OWNER						CVL			1	012	012	01	1	-0.4	2	1	2	-1.61290322580646	3	Middlebury, Vermont, United States	US	USVT	44.0153	-73.1673	1458435	3	Middlebury, Vermont, United States	US	USVT	44.0153	-73.1673	1458435	3	Middlebury, Vermont, United States	US	USVT	44.0153	-73.1673	1458435	20160512	http://www.addisonindependent.com/201605update-sought-middlebury-rr-bridges-project					012	Make pessimistic comment	012	Make pessimistic comment	012	Make pessimistic comment
528172068	20160308	201603	2016	2016.1863	USA	NORTH CAROLINA	USA								USAGOV	UNITED STATES	USA					GOV			0	043	043	04	1	2.8	1	1	1	-1.79948586118252	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20160407	http://www.theblaze.com/stories/2016/04/06/new-york-governor-bans-travel-to-mississippi-after-state-passes-religious-liberty-bill-against-the-lgbt-community/					043	Host a visit	043	Host a visit	043	Host a visit
544238203	20160526	201605	2016	2016.4000	FRAGOV	FRANCE	FRA					GOV			GOV	GOVERNMENT						GOV			0	120	120	12	3	-4.0	4	2	4	-2.82302014348786	1	France	FR	FR	46	2	FR	1	France	FR	FR	46	2	FR	1	France	FR	FR	46	2	FR	20160526	http://www.lbc.co.uk/why-france-is-running-out-of-petrol-and-diesel-131220					120	Reject, not specified below	120	Reject, not specified below	120	Reject, not specified below
528176064	20160407	201604	2016	2016.2658	USA	AMERICAN	USA								NGOHLHIRC	RED CROSS		IRC				NGO	HLH		1	070	070	07	2	7.0	5	1	5	2.12264150943397	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20160407	http://thecitizen.com/community/blood-donations-needed-spring	296	http://thecitizen.com/community/blood-donations-needed-spring	['Robert W. Morgan', 'Henry Vorosmarti']	['needed', 'types', 'double', 'donation', 'donations', 'red', 'spring', 'cross', 'blood', 'donate', 'cells', 'donor', 'donors']	070	Provide aid, not specified below	070	Provide aid, not specified below	070	Provide aid, not specified below
548596303	20160609	201606	2016	2016.4356	LEG	SENATE						LEG			USAELI	BILL CLINTON	USA					ELI			1	043	043	04	1	2.8	10	1	10	0.45787545787546	2	Arkansas, United States	US	USAR	34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR	34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR	34.9513	-92.3809	AR	20160609	http://www.999thefoxrocks.com/news/hillary-clinton-fast-facts/					043	Host a visit	043	Host a visit	043	Host a visit
535213888	20160428	201604	2016	2016.3233	USA	WASHINGTON	USA																		1	0874	087	08	2	10.0	16	2	16	6.22861415314245	4	Ocho Rios, Saint Ann, Jamaica	JM	JM09	18.4078	-77.1011	-3753053	0							4	Ocho Rios, Saint Ann, Jamaica	JM	JM09	18.4078	-77.1011	-3753053	20160428	http://www.gratefulweb.com/articles/jam-cruise-15-announces-artist-lineup	425	http://www.gratefulweb.com/articles/jam-cruise-15-announces-artist-lineup	['Article Contributed', 'Published On Thursday', 'April']	['lineup', 'stops', 'announces', 'legacy', 'artist', 'pearl', 'positive', 'artists', 'service', 'cruise', 'rios', 'jam', '15', 'sea']	0874	Retreat or surrender militarily	0874	Retreat or surrender militarily	0874	Retreat or surrender militarily
422221422	20150402	201504	2015	2015.2521	YEM	YEMEN	YEM								MED	NEWS AGENCY						MED			1	173	173	17	4	-5.0	3	3	3	-7.6399657579457	4	Mukalla, ?a?ramawt, Yemen	YM	YM04	14.5425	49.1242	-3183737	1	United States	US	US	38	-97	US	4	Mukalla, ?a?ramawt, Yemen	YM	YM04	14.5425	49.1242	-3183737	20150402	http://www.geo.tv/article-180129-Al-Qaeda-frees-300-inmates-in-Yemen-jailbreak	371	http://www.geo.tv/article-180129-Al-Qaeda-frees-300-inmates-in-Yemen-jailbreak	[]	['official', 'alqaeda', 'aqap', 'inmates', 'troops', 'yemen', 'jailbreak', 'yemenbased', 'held', 'yemeni', 'al', 'militants', '300', 'frees', 'qaeda', 'prison']	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 
424112559	20150409	201504	2015	2015.2712	FRA	PARIS	FRA																		1	111	111	11	3	-2.0	5	1	5	0.38910505836576	3	Cincinnati, Ohio, United States	US	USOH	39.162	-84.4569	1066650	0							3	Cincinnati, Ohio, United States	US	USOH	39.162	-84.4569	1066650	20150409	http://www.bizjournals.com/cincinnati/news/2015/04/09/p-g-cosmetic-brands-value-eclipses-rival.html					111	Criticize or denounce 	111	Criticize or denounce 	111	Criticize or denounce 
546472487	20160602	201606	2016	2016.4164	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	043	043	04	1	2.8	18	2	18	-1.05682081378895	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20160602	http://myjournalcourier.com/news/96159/budget-fight-shifting-to-next-elections	426	http://myjournalcourier.com/news/96159/budget-fight-shifting-to-next-elections	['Ivan Moreno', 'Sara Burnett']	['lawmakers', 'states', 'social', 'fight', 'rauner', 'democrats', 'session', 'elections', 'pass', 'schools', 'shifting', 'state', 'budget']	043	Host a visit	043	Host a visit	043	Host a visit
436801397	20150528	201505	2015	2015.4055	JUD	COUNSEL						JUD			NGA	NIGERIA	NGA								1	025	025	02	1	-0.3	15	3	15	-4.85651249739185	4	Lagos, Lagos, Nigeria	NI	NI05	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	6.45306	3.39583	-2017355	20150528	http://nigerianpilot.com/court-upholds-dstvs-20-increment-on-subscription/					025	Appeal to yield	025	Appeal to yield	025	Appeal to yield
550821532	20160616	201606	2016	2016.4548	USAMED	ASSOCIATED PRESS	USA					MED			THA	THAILAND	THA								0	070	070	07	2	7.0	334	120	334	-5.4425612926635	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.517	-3250083	20160616	http://www.startribune.com/police-poised-to-arrest-popular-monk-in-dramatic-showdown/383212841/					070	Provide aid, not specified below	070	Provide aid, not specified below	070	Provide aid, not specified below
551059778	20160616	201606	2016	2016.4548	COP	POLICE						COP			LTU	LITHUANIAN	LTU								1	173	173	17	4	-5.0	2	1	2	-5.29100529100529	1	Lithuania	LH	LH	56	24	LH	1	Lithuania	LH	LH	56	24	LH	1	Lithuania	LH	LH	56	24	LH	20160616	http://www.timesofmalta.com/articles/view/20160616/local/suspect-in-theft-jumps-from-ferry-into-water.615573	428	http://www.timesofmalta.com/articles/view/20160616/local/suspect-in-theft-jumps-from-ferry-into-water.615573	[]	['swam', 'suspect', 'ferry', 'jumps', 'theft', 'harbour', 'water', 'jumped', 'gozo', 'hid', '?irkewwa', 'm?arr', 'man', 'marina']	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 
438445692	20150604	201506	2015	2015.4219	USAMED	REUTERS	USA					MED			UKR	UKRAINE	UKR								1	012	012	01	1	-0.4	2	1	2	-11.340206185567	1	Russia	RS	RS	60	100	RS	1	Russia	RS	RS	60	100	RS	1	Russia	RS	RS	60	100	RS	20150604	http://uatoday.tv/news/reuters-germany-says-fighting-in-eastern-ukraine-worrying-432681.html	0	http://uatoday.tv/news/reuters-germany-says-fighting-in-eastern-ukraine-worrying-432681.html	['Kateryna Zhyriy', 'Hanna Bredihina', 'Tetyana Urbanska', 'Bohdan Slutsky', 'Igor Orel']	['privacy', 'ukraine', 'terms', 'browse', 'acknowledge', 'unian', 'continuing', 'agree', 'wwwunianinfo', 'policy', 'websites', 'read']	012	Make pessimistic comment	012	Make pessimistic comment	012	Make pessimistic comment
553193575	20160623	201606	2016	2016.4740	GHA	GHANA	GHA								JUD	SUPREME COURT						JUD			0	115	115	11	3	-2.0	8	4	8	-2.4691651512906	4	Ashanti, Ghana (general), Ghana	GH	GH00	6.91428	0.536667	-2069925	4	Ashanti, Ghana (general), Ghana	GH	GH00	6.91428	0.536667	-2069925	4	Ashanti, Ghana (general), Ghana	GH	GH00	6.91428	0.536667	-2069925	20160623	http://citifmonline.com/2016/06/23/well-stop-ec-from-plunging-ghana-into-chaos-supreme-court/	35	http://citifmonline.com/2016/06/23/well-stop-ec-from-plunging-ghana-into-chaos-supreme-court/	[]	['ruling', 'supreme', 'ramadan', 'plunging', 'chaos', 'nhis', 'registered', 'stop', 'abu', 'voters', 'ghana', 'court', 'ec', 'names']	115	Bring lawsuit against 	115	Bring lawsuit against 	115	Bring lawsuit against 
427695282	20150423	201504	2015	2015.3096	USA	UNITED STATES	USA								HLH	HOSPITAL						HLH			0	120	120	12	3	-4.0	4	1	4	-2.30582524271845	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20150423	http://www.krgv.com/news/local-news/Father-Speaks-Out-About-Injured-Son/32517786					120	Reject, not specified below	120	Reject, not specified below	120	Reject, not specified below
449555032	20150709	201507	2015	2015.5178	AFGGOV	AFGHAN	AFG					GOV			PAK	PAKISTAN	PAK								0	043	043	04	1	2.8	120	40	120	-2.09297032347001	1	Afghanistan	AF	AF	33	65	AF	1	Pakistan	PK	PK	30	70	PK	1	Pakistan	PK	PK	30	70	PK	20150716	http://www.wcvb.com/national/taliban-leader-backs-afghan-peace-talks/34175874	378	http://www.wcvb.com/national/taliban-leader-backs-afghan-peace-talks/34175874	['Lauran Neergaard Ap Medical Writer', 'David Shortell', 'Mary Clare Jalonick', 'Lisa Mascaro', 'Joe Reedy', 'National Desk Staff', 'Alex Watt', 'Associated Press', 'Amanda Garrity', 'Perris Jones']	['looking', 'content', 'available', 'longer', 'youre']	043	Host a visit	043	Host a visit	043	Host a visit
459266382	20150820	201508	2015	2015.6301											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	10	2	8	-8.45513963161022	0							3	Indianapolis, Indiana, United States	US	USIN	39.7684	-86.158	452890	3	Indianapolis, Indiana, United States	US	USIN	39.7684	-86.158	452890	20150820	http://wishtv.com/2015/08/19/man-gets-61-years-for-2013-murder/	380	http://wishtv.com/2015/08/19/man-gets-61-years-for-2013-murder/	['Kyle Bloyd']	['wish', 'shell', 'shooting', 'shot', 'gildersleeve', 'murder', 'garrett', '61', 'sentenced', 'wishtv', 'station', 'gets', 'man']	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 
443896933	20150625	201506	2015	2015.4795	ARG	ARGENTINA	ARG								VEN	VENEZUELA	VEN								1	061	061	06	2	6.4	4	2	4	-0.46794385105171	1	Argentina	AR	AR	-34	-64	AR	1	Brazil	BR	BR	-10	-55	BR	1	Mexico	MX	MX	23	-102	MX	20150625	http://finance.yahoo.com/news/growing-sino-latin-energy-relationship-215936474.html					061	Cooperate economically	061	Cooperate economically	061	Cooperate economically
471957079	20151001	201510	2015	2015.7425	ISR	ISRAEL	ISR								CUB	CUBA	CUB								0	043	043	04	1	2.8	1	1	1	-3.58974358974358	1	United Kingdom	UK	UK	54	-2	UK	4	Hebron, Israel (general), Israel	IS	IS00	31.5333	35.1	-793097	1	Cuba	CU	CU	21.5	-80	CU	20151001	http://www.oneindia.com/feature/can-terrorism-be-defined-interview-1886285.html	383	http://www.oneindia.com/feature/can-terrorism-be-defined-interview-1886285.html	[]	['define', 'terrorism', 'v', 'prevention', 'convention', 'safety', 'balachandran', 'legal', 'members', 'qaddafi', 'nations', 'points', 'clearly', 'india']	043	Host a visit	043	Host a visit	043	Host a visit
447628927	20150709	201507	2015	2015.5178	USA	UNITED STATES	USA																		1	111	111	11	3	-2.0	2	1	2	0	1	Ireland	EI	EI	53	-8	EI	0							1	Ireland	EI	EI	53	-8	EI	20150709	http://www.jsonline.com/features/food/raise-a-toast-to-beer-flavored-ice-cream-b99518507z1-312900541.html	22	http://www.jsonline.com/features/food/raise-a-toast-to-beer-flavored-ice-cream-b99518507z1-312900541.html	['Kathy Flanigan']	['ice', 'door', 'cream', 'malts', 'purple', 'kuhl', 'alcohol', 'vanilla', 'raise', 'toast', 'beerflavored', 'beer', 'ipa']	111	Criticize or denounce 	111	Criticize or denounce 	111	Criticize or denounce 
474319629	20151008	201510	2015	2015.7616	GOV	AUTHORITIES						GOV			COP	POLICE						COP			0	173	173	17	4	-5.0	1	1	1	-5.40328895849648	3	Tampa, Florida, United States	US	USFL	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	27.9475	-82.4584	292005	20151008	http://www.cityweekly.net/utah/men-are-simple/Content?oid=3016342	385	http://www.cityweekly.net/utah/men-are-simple/Content?oid=3016342	['Chuck Shepherd', 'The Editors At Andrews Mcmeel']	['states', 'love', 'lee', 'simple', 'murder', 'storrie', 'law', 'website', 'york', 'men', 'north', 'weird']	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 
476204149	20151015	201510	2015	2015.7808	CHE	BASEL	CHE								USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	0.74147305981216	3	Detroit, Michigan, United States	US	USMI	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	42.3314	-83.0458	1617959	20151015	https://www.michigandaily.com/section/arts/30-year-anniversary-tyree-guyton%E2%80%99s-heidelberg-project-celebrated-umma-copy	386	https://www.michigandaily.com/section/arts/30-year-anniversary-tyree-guyton%E2%80%99s-heidelberg-project-celebrated-umma-copy	[]	['guyton', 'legacy', 'heidelberg', 'project', 'detroit', 'work', 'exhibition', 'city', '30year', 'greater', 'projects', 'street', 'art', 'television']	043	Host a visit	043	Host a visit	043	Host a visit
484139512	20151112	201511	2015	2015.8548	USA	THE US	USA																		0	120	120	12	3	-4.0	1	1	1	1.28230815467842	4	Jose Ignacio, Maldonado, Uruguay	UY	UY09	-34.65	-55.2333	-907106	0							2	California, United States	US	USCA	36.17	-119.746	CA	20151112	http://www.vinography.com/archives/2015/11/the_quiet_neighbor_an_introduc.html	275	http://www.vinography.com/archives/2015/11/the_quiet_neighbor_an_introduc.html	[]	['quiet', 'uruguayan', 'wines', 'beef', 'uruguay', 'wine', 'grape', 'vinography', 'neighbor', 'south', 'countrys', 'country', 'introduction', 'wineries', 'tannat']	120	Reject, not specified below	120	Reject, not specified below	120	Reject, not specified below
457513798	20150813	201508	2015	2015.6110	GBR	UNITED KINGDOM	GBR								JUD	JUDGE						JUD			1	173	173	17	4	-5.0	6	1	6	-12.2362869198312	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	20150813	http://www.irishtimes.com/news/crime-and-law/belfast-man-faces-trial-for-alleged-rape-30-years-ago-1.2316064	379	http://www.irishtimes.com/news/crime-and-law/belfast-man-faces-trial-for-alleged-rape-30-years-ago-1.2316064	[]	['charged', 'accused', 'rape', 'judge', 'faces', 'ago', '30', 'conner', 'allegations', 'trial', 'alleged', 'belfast', 'sexual', 'man']	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 
486342518	20151119	201511	2015	2015.8740	USA	UNITED STATES	USA																		1	0874	087	08	2	10.0	6	1	6	0.13351134846462	3	Lewis County, New York, United States	US	USNY	43.8001	-75.483	974123	0							3	Lewis County, New York, United States	US	USNY	43.8001	-75.483	974123	20151119	http://www.thedailynewsonline.com/bdn06/nys-madison-wind-farm-a-cautionary-tale-20151118	390	http://www.thedailynewsonline.com/bdn06/nys-madison-wind-farm-a-cautionary-tale-20151118	[]	['reading', 'farm', 'account', 'log', 'madison', 'remaining', 'subscribepurchase', 'tale', 'wind', 'county', 'subscription', 'subscriber', 'view', 'create', 'cautionary', 'ofthank']	0874	Retreat or surrender militarily	0874	Retreat or surrender militarily	0874	Retreat or surrender militarily
459499962	20150820	201508	2015	2015.6301	IND	CHHATTISGARH	IND								GOVHRI	HUMAN RIGHTS COMMISSION						GOV	HRI		0	173	173	17	4	-5.0	5	1	5	-7.76450511945392	0							0							0							20150820	http://sanhati.com/articles/14340/	381	http://sanhati.com/articles/14340/	[]	['threat', 'kodopi', 'lingaram', 'kalluri', 'wss', 'tribals', 'rights', 'bastar', 'villagers', 'soni', 'violence', 'living', 'sori', 'sexual', 'solidarity', 'statement', 'state']	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 	173	Arrest, detain, or charge with legal action 
490757377	20151203	201512	2015	2015.9123											CHN	GUANGZHOU	CHN								0	030	030	03	1	4.0	50	5	50	3.77153806280424	0							4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	20151203	http://www.businesswire.com/news/home/20151203005445/en/Delos%C2%AE-Sino-Ocean-Land-Announce-Partnership-Advance-Health	276	http://www.businesswire.com/news/home/20151203005445/en/Delos%C2%AE-Sino-Ocean-Land-Announce-Partnership-Advance-Health	[]	['delos', 'real', 'china', 'announce', 'partnership', 'estate', 'development', 'land', 'health', 'sinoocean', 'wellness', 'building']	030	Express intent to cooperate, not specified below	030	Express intent to cooperate, not specified below	030	Express intent to cooperate, not specified below
490640312	20151203	201512	2015	2015.9123	LAB	WORKER						LAB													1	120	120	12	3	-4.0	5	1	5	-0.70921985815603	2	Texas, United States	US	USTX	31.106	-97.6475	TX	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	20151203	http://www.tdm.com/Science-News/2015/12/02/How-loyal-are-the-bodyguard-ants-of-Neotropical-knotweed/7921449094862/					120	Reject, not specified below	120	Reject, not specified below	120	Reject, not specified below
495012228	20141217	201412	2014	2014.9507	BUS	COMPANIES						BUS													0	030	030	03	1	4.0	10	1	10	-3.21888412017167	1	Singapore	SN	SN	1.3667	103.8	SN	0							1	Singapore	SN	SN	1.3667	103.8	SN	20151217	http://business.asiaone.com/news/91-error-trades-new-silkroutes-shares-cancelled					030	Express intent to cooperate, not specified below	030	Express intent to cooperate, not specified below	030	Express intent to cooperate, not specified below
508468460	20160204	201602	2016	2016.0932	AFR	AFRICA	AFR								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	1.47058823529412	1	Cuba	CU	CU	21.5	-80	CU	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	Cuba	CU	CU	21.5	-80	CU	20160204	http://conservativeread.com/iowa-lessons-winners-and-losers-new-hampshire-and-south-carolina/	398	http://conservativeread.com/iowa-lessons-winners-and-losers-new-hampshire-and-south-carolina/	[]	['conservativereadcom']	043	Host a visit	043	Host a visit	043	Host a visit
504382083	20160121	201601	2016	2016.0575	MED	WEBSITE						MED			AFGINSTAL	TALIBAN	AFG	TAL				INS			0	043	043	04	1	2.8	5	1	5	-4.17505030181086	4	Kunduz, Kondoz, Afghanistan	AF	AF24	36.729	68.857	-3381731	4	Kunduz, Kondoz, Afghanistan	AF	AF24	36.729	68.857	-3381731	4	Kunduz, Kondoz, Afghanistan	AF	AF24	36.729	68.857	-3381731	20160121	http://article.wn.com/view/2016/01/21/Afghanistan_Suicide_Bomb_Kills_6_Employees_of_Tolo_TV/	395	http://article.wn.com/view/2016/01/21/Afghanistan_Suicide_Bomb_Kills_6_Employees_of_Tolo_TV/	[]	['tolo', 'employees', 'afghanistan', 'bomb', 'tv', 'suicide', 'kills']	043	Host a visit	043	Host a visit	043	Host a visit
